UserID,Username,CuisineType,DietType,IngredientList,Protein,Carbohydrates,Fats,Fiber,Sugars,Saturated Fats,Trans Fats,Omega-3,Omega-6,Cholesterol,Calcium,Iron,Magnesium,Potassium,Sodium,Zinc,Vitamin C,Vitamin D,Vitamin B12,Folate,RecipeName,Instructions,HealthInfo,PreparationTimeMinutes,ConditionTag,Flavor Profile,Estimated Cost (USD)
120,User120,Japanese,Gluten-Free,"olive oil, ginger, Beef (200g); Bread (2 slices); Butter (1 tbsp); Cheese (50g); Pasta (1 cup); Tofu (150g), cumin, butter",59.68,0.71,98.7,36.87,19.79,6.67,60.62,35.01,15.46,85.81,9.27,0.6,18.94,82.59,43.45,30.68,12.06,78.03,86.36,86.24,Healthy Chicken Bowl (Home Chef Special),"To make Healthy Chicken Bowl, mix Rice, Tofu, Lentils, Beef, Chicken, Pasta, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO),17,Heart Disease,Savory,3.42
121,User121,French,Vegetarian,"chili flakes, onion, black pepper, Olive Oil (2 tbsp); Cheese (50g); Lentils (1 cup); Nuts (30g); Pasta (1 cup); Bread (2 slices); Rice (1 cup); Beef (200g)",49.87,15.18,30.94,96.67,46.7,75.75,65.71,89.76,12.78,69.97,5.03,23.89,10.01,1.85,84.26,34.71,43.95,7.7,74.92,4.52,Avocado Pasta,"To make Avocado Pasta, mix Fish, Avocado, Tofu, Quinoa, Lentils, Olive Oil, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,19,Heart Disease,Spicy,3.1
122,User122,Indian,Low-Carb,"capsicum, Quinoa (1 cup); Fish (250g); Tofu (150g); Chicken (200g); Avocado (1 piece), chili flakes, cumin, carrot, yogurt",40.67,64.99,57.61,72.1,25.06,64.28,68.24,26.41,4.5,90.1,83.54,80.03,10.01,2.56,99.42,45.57,89.79,91.44,12.13,99.54,Beef Quinoa Power Bowl (Express Edition),"To make Spicy Lentil Curry, mix Bread, Beef, Quinoa, Pasta, Chicken, Lentils, Olive Oil, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Supports Brain Health due to Omega-3. (NIH),16,Heart Disease,Savory,2.8
123,User123,Mexican,Gluten-Free,"soy sauce, tomato, ginger, Lentils (1 cup); Potatoes (2 pieces); Pasta (1 cup); Nuts (30g); Tofu (150g); Olive Oil (2 tbsp); Rice (1 cup), coriander, butter",63.98,44.6,10.29,56.14,93,43.15,12.02,8.26,74.42,55,74.39,36.64,70.05,37.13,6.33,3.01,87.62,95.07,80.59,14.11,Spicy Lentil Curry (Express Edition),"To make Healthy Chicken Bowl, mix Nuts, Bread, Lentils, Avocado, Potatoes, Pasta, Chicken, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content.,18,Heart Disease,Spicy,2.87
124,User124,French,Gluten-Free,"chili flakes, onion, black pepper, Olive Oil (2 tbsp); Cheese (50g); Lentils (1 cup); Nuts (30g); Pasta (1 cup); Bread (2 slices); Rice (1 cup); Beef (200g)",14.03,26,73.66,90.98,75.09,31.23,14.77,75.38,68.81,3.47,70.6,11.31,29.24,10.91,76.42,56.37,20.77,36.54,90.68,95.82,Healthy Chicken Bowl (Home Chef Special),"To make Healthy Chicken Bowl, mix Rice, Butter, Potatoes, Chicken, Fish, Lentils, Quinoa, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,18,Heart Disease,Spicy,2.53
125,User125,Indian,Vegetarian,"mint, soy sauce, Rice (1 cup); Cheese (50g); Avocado (1 piece); Nuts (30g); Fish (250g); Lentils (1 cup), green chili",59.44,14.02,29.85,34.43,77.39,2.12,14.47,70.34,50.27,93.25,55.78,64.06,11.62,24.79,4.47,54.36,28.66,57.76,50.19,56.32,Beef Quinoa Power Bowl (Express Edition),"To make Vegan Delight, mix Quinoa, Rice, Pasta, Avocado, Olive Oil, Lentils, Chicken, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Good for Bone Health due to high calcium. (WHO) Good for Skin and Hair Health due to healthy fats.,14,Heart Disease,Spicy,3.39
126,User126,Japanese,High-Protein,"Butter (1 tbsp); Fish (250g); Avocado (1 piece); Chicken (200g); Tofu (150g), garlic, mint, black pepper, cumin",46.36,15.18,39.6,4.8,39.79,76,29.49,10.88,0.85,99.9,24.03,88.02,79.33,31.83,6.65,4.14,5.57,27.1,34.05,3.8,Beef Quinoa Power Bowl (Home Chef Special),"To make Beef Quinoa Power Bowl, mix Cheese, Potatoes, Lentils, Rice, Quinoa, Beef, Nuts, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Boosts Immunity due to high Vitamin C. (NIH),19,Heart Disease,Neutral,2.16
127,User127,Italian,Vegetarian,"mint, coriander, green chili, chili flakes, Rice (1 cup); Beef (200g); Olive Oil (2 tbsp); Lentils (1 cup); Nuts (30g); Butter (1 tbsp), carrot",44.98,67.39,50.57,40.5,31.29,3.89,16.15,75.38,70.26,97.45,38.52,75.24,55.19,91.27,11.91,18.02,76.99,49.59,55.77,96.32,Beef Quinoa Power Bowl (Express Edition),"To make Vegan Delight, mix Butter, Fish, Avocado, Chicken, Tofu, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,13,Heart Disease,Neutral,3.45
128,User128,Thai,Keto,"Tofu (150g); Avocado (1 piece); Chicken (200g); Lentils (1 cup); Potatoes (2 pieces); Quinoa (1 cup), capsicum, garlic, ginger, salt, lemon juice",14.03,26,29.72,65.3,48.44,79.85,78.81,48.18,51.08,87.65,50.63,76.05,29.02,18.94,26.95,52.85,69.36,0.75,47.96,67.05,Spicy Lentil Curry (Home Chef Special),"To make Beef Quinoa Power Bowl, mix Cheese, Potatoes, Lentils, Rice, Quinoa, Beef, Nuts, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO),22,Heart Disease,Spicy,3.33
129,User129,Indian,Gluten-Free,"garlic, soy sauce, tomato, salt, Potatoes (2 pieces); Beef (200g); Rice (1 cup); Lentils (1 cup); Cheese (50g)",61.15,99.46,84.15,72.1,26.27,83.46,14.77,42.38,42.66,35.48,83.54,36.56,55.19,84.21,21.89,93.9,54.98,78.03,50.19,70.13,Spicy Lentil Curry,"To make Vegan Delight, mix Butter, Chicken, Potatoes, Lentils, Olive Oil, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),13,Heart Disease,Spicy,3.29
130,User130,Japanese,Vegan,"capsicum, Quinoa (1 cup); Fish (250g); Tofu (150g); Chicken (200g); Avocado (1 piece), chili flakes, cumin, carrot, yogurt",2.94,61.79,69.48,72.1,39.42,85.38,99.37,66.64,15.88,59.01,43.26,10.64,99.54,23.85,20.77,11.09,60.58,46.61,50.68,10.4,Healthy Chicken Bowl (Home Chef Special),"To make Spicy Lentil Curry, mix Fish, Tofu, Potatoes, Nuts, Pasta, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),13,Heart Disease,Spicy,3.46
131,User131,Thai,Vegetarian,"garlic, Lentils (1 cup); Tofu (150g); Fish (250g); Bread (2 slices); Butter (1 tbsp); Rice (1 cup); Cheese (50g), salt, green chili",97.83,25.93,15.12,97.94,78.25,79.85,96.87,40.47,63.18,66.43,60.98,32.84,86.38,6.59,93.47,43.58,52.05,27.1,47.08,66.55,Avocado Pasta,"To make Avocado Pasta, mix Butter, Olive Oil, Tofu, Beef, Fish, Potatoes, Cheese, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content.,20,Heart Disease,Bland,3.1
132,User132,American,Balanced,"capsicum, olive oil, ginger, Potatoes (2 pieces); Butter (1 tbsp); Bread (2 slices); Avocado (1 piece); Nuts (30g), lemon juice, butter",72.11,99.31,33.94,22.58,92.48,1.11,22.04,34.88,8.6,66.43,23.77,76.11,13.95,3.05,67.21,9.95,86.85,14.82,47.08,10.4,Vegan Delight (Express Edition),"To make Spicy Lentil Curry, mix Fish, Quinoa, Beef, Nuts, Lentils, Tofu, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Boosts Immunity due to high Vitamin C. (NIH),21,Heart Disease,Spicy,3
133,User133,Italian,Low-Carb,"olive oil, turmeric, Butter (1 tbsp); Chicken (200g); Quinoa (1 cup); Cheese (50g); Pasta (1 cup); Nuts (30g); Avocado (1 piece); Potatoes (2 pieces), coriander, salt, yogurt",5.82,61.79,70.49,34.43,78.25,34.59,61.73,42.38,72.78,21.58,60.98,92.66,99.54,93.99,90.94,85.42,18.1,27.1,90.68,22.43,Beef Quinoa Power Bowl (Home Chef Special),"To make Avocado Pasta, mix Avocado, Butter, Chicken, Pasta, Potatoes, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,19,Heart Disease,Savory,3.79
134,User134,French,Gluten-Free,"tomato, Bread (2 slices); Beef (200g); Quinoa (1 cup); Pasta (1 cup); Chicken (200g); Lentils (1 cup); Olive Oil (2 tbsp), ginger, black pepper, green chili, salt",34.44,36.06,4.02,73.54,54.3,41.16,34.21,59.67,37.62,19.67,20.37,79.86,91.16,43.27,74.34,73.79,69.36,37.4,63.27,35.74,Beef Quinoa Power Bowl,"To make Beef Quinoa Power Bowl, mix Fish, Quinoa, Chicken, Butter, Rice, Olive Oil, Pasta, Tofu, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,20,Heart Disease,Spicy,2.49
135,User135,Indian,Vegetarian,"mint, olive oil, green chili, onion, Quinoa (1 cup); Rice (1 cup); Pasta (1 cup); Avocado (1 piece); Olive Oil (2 tbsp); Lentils (1 cup); Chicken (200g)",59.68,40.45,29.85,59.64,45.06,65.84,91.37,52.48,62.61,40.33,1.73,36.64,20.37,64.14,76.42,9.13,79.45,33.73,90.85,84.68,Vegan Delight (Home Chef Special),"To make Healthy Chicken Bowl, mix Tofu, Avocado, Chicken, Lentils, Potatoes, Quinoa, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,22,Heart Disease,Tangy,3.45
136,User136,French,Balanced,"Beef (200g); Lentils (1 cup); Potatoes (2 pieces); Rice (1 cup); Tofu (150g); Pasta (1 cup); Avocado (1 piece); Olive Oil (2 tbsp), capsicum, mint, yogurt",80.63,98.37,86.47,16.52,41.9,69.9,87.5,16.39,70.26,89.9,83.54,71.86,72.72,57.73,90.94,43.84,76.47,33.73,34.05,39.28,Healthy Chicken Bowl (Express Edition),"To make Vegan Delight, mix Avocado, Butter, Rice, Quinoa, Nuts, Bread, Olive Oil, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),18,Heart Disease,Spicy,2.65
137,User137,Italian,Gluten-Free,"olive oil, turmeric, Butter (1 tbsp); Chicken (200g); Quinoa (1 cup); Cheese (50g); Pasta (1 cup); Nuts (30g); Avocado (1 piece); Potatoes (2 pieces), coriander, salt, yogurt",94.92,3.53,57.89,56.5,62.74,75.75,50.16,30.73,17.56,58.89,16.34,8.47,33.08,85,32.58,13.44,42.83,78.03,40.81,53.07,Spicy Lentil Curry (Home Chef Special),"To make Avocado Pasta, mix Potatoes, Butter, Bread, Avocado, Nuts, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content.,21,Heart Disease,Spicy,3
138,User138,Mexican,Paleo,"Cheese (50g); Lentils (1 cup); Avocado (1 piece); Quinoa (1 cup); Olive Oil (2 tbsp); Beef (200g); Nuts (30g), soy sauce, turmeric, green chili, onion, carrot",59.44,97.77,18.28,5.01,20.85,11.74,56.44,10.88,17,25.41,70.65,60.24,62.91,8.89,12.4,76.08,73,12.48,90.79,6.53,Vegan Delight (Express Edition),"To make Spicy Lentil Curry, mix Potatoes, Olive Oil, Lentils, Bread, Rice, Chicken, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Boosts Immunity due to high Vitamin C. (NIH),20,Heart Disease,Spicy,2.53
139,User139,French,Keto,"garlic, coriander, Tofu (150g); Rice (1 cup); Cheese (50g); Butter (1 tbsp); Beef (200g); Nuts (30g); Chicken (200g); Avocado (1 piece), onion, yogurt",17.09,65.84,69.17,38.34,42.27,85.38,7.19,63.53,65.58,24.66,26.42,5.16,79.75,30.89,4.73,90.58,96.69,65.33,40.58,9.29,Beef Quinoa Power Bowl (Express Edition),"To make Avocado Pasta, mix Rice, Bread, Fish, Pasta, Tofu, Beef, Cheese, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Good for Bone Health due to high calcium. (WHO) Good for Skin and Hair Health due to healthy fats.,16,Heart Disease,Savory,3.46
140,User140,Thai,Paleo,"capsicum, Bread (2 slices); Lentils (1 cup); Fish (250g); Quinoa (1 cup); Tofu (150g); Nuts (30g); Pasta (1 cup); Avocado (1 piece), ginger, chili flakes, onion, carrot",31.35,74.69,29.85,55.07,45.93,94.2,47.93,75.52,97.18,66.43,70.6,76.05,13.95,78.92,39.57,72.19,22.83,74.66,6.04,63.96,Avocado Pasta (Home Chef Special),"To make Beef Quinoa Power Bowl, mix Beef, Olive Oil, Rice, Avocado, Cheese, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,15,Heart Disease,Tangy,3.73
141,User141,Indian,Paleo,"olive oil, Chicken (200g); Beef (200g); Butter (1 tbsp); Pasta (1 cup); Quinoa (1 cup); Bread (2 slices); Tofu (150g); Avocado (1 piece), onion, cumin, yogurt",27.12,42.6,46.51,4.8,11.93,88.03,62.68,34.56,71.98,35.48,54.07,91.23,24.99,90.39,58.48,65,96.18,65.67,42.39,56.32,Avocado Pasta,"To make Vegan Delight, mix Beef, Butter, Nuts, Rice, Avocado, Olive Oil, Pasta, Cheese, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO),17,Heart Disease,Spicy,3.58
142,User142,Mexican,Balanced,"Chicken (200g); Pasta (1 cup); Olive Oil (2 tbsp); Cheese (50g); Butter (1 tbsp); Beef (200g); Bread (2 slices), capsicum, olive oil, tomato, ginger",56.59,83.08,29.72,65.3,4.9,67.36,43.75,83.92,80.48,89.9,1.52,5.16,46.63,31.83,92.39,72.45,17.82,12.48,37.58,95.82,Avocado Pasta (Home Chef Special),"To make Beef Quinoa Power Bowl, mix Olive Oil, Beef, Rice, Avocado, Bread, Potatoes, Lentils, Pasta, cook for 30 mins.",Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Boosts Immunity due to high Vitamin C. (NIH),19,Heart Disease,Tangy,3.79
143,User143,American,Paleo,"garlic, tomato, salt, Olive Oil (2 tbsp); Chicken (200g); Tofu (150g); Potatoes (2 pieces); Butter (1 tbsp), yogurt",97.83,66.02,1.68,55.07,74.69,34.59,84.77,11.09,75.36,83.97,42.42,7.97,97.1,71.38,92.39,45.35,71.21,6.26,40.58,3.8,Beef Quinoa Power Bowl (Home Chef Special),"To make Beef Quinoa Power Bowl, mix Fish, Quinoa, Chicken, Butter, Rice, Olive Oil, Pasta, Tofu, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO),14,Heart Disease,Spicy,2.7
144,User144,Japanese,High-Protein,"tomato, black pepper, onion, cumin, carrot, Quinoa (1 cup); Bread (2 slices); Chicken (200g); Butter (1 tbsp); Lentils (1 cup); Avocado (1 piece)",3.15,34.25,64.82,82.02,4.9,96.9,15.67,23.64,56.85,36,9.27,30.79,80.86,62.43,76.4,76.08,17.82,98.23,67.58,34.76,Healthy Chicken Bowl (Home Chef Special),"To make Avocado Pasta, mix Potatoes, Pasta, Chicken, Olive Oil, Nuts, Rice, Quinoa, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO),17,Heart Disease,Bland,2.57
145,User145,Japanese,Balanced,"capsicum, Cheese (50g); Potatoes (2 pieces); Lentils (1 cup); Rice (1 cup); Quinoa (1 cup); Beef (200g); Nuts (30g), olive oil, coriander, chili flakes, cumin",56.59,44.91,3.1,78.48,13.8,28.9,52.51,44.87,62.14,25.19,40.57,0.79,61.23,91.93,24.21,34.71,13.49,20.14,63.27,30.92,Avocado Pasta (Express Edition),"To make Healthy Chicken Bowl, mix Beef, Bread, Butter, Cheese, Pasta, Tofu, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,21,Heart Disease,Spicy,2.78
146,User146,American,Vegan,"capsicum, turmeric, green chili, chili flakes, salt, Beef (200g); Tofu (150g); Chicken (200g); Butter (1 tbsp); Potatoes (2 pieces); Nuts (30g); Lentils (1 cup)",72.15,96.63,27.15,91.98,68.29,25.15,73.68,25.76,12.78,19.47,27.12,41.38,29.02,78.92,94.14,81.17,55.76,77.54,65.47,6.79,Spicy Lentil Curry (Express Edition),"To make Healthy Chicken Bowl, mix Tofu, Lentils, Fish, Nuts, Beef, Cheese, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content.,14,Heart Disease,Spicy,2.64
147,User147,French,Vegan,"garlic, tomato, salt, Olive Oil (2 tbsp); Chicken (200g); Tofu (150g); Potatoes (2 pieces); Butter (1 tbsp), yogurt",66.05,64.99,29.85,60.09,19.79,30.01,24.48,36,51.49,58.89,23.25,24.25,29.72,86.87,94.29,64.37,43.95,96.82,84.04,83.63,Avocado Pasta (Home Chef Special),"To make Vegan Delight, mix Quinoa, Rice, Pasta, Avocado, Olive Oil, Lentils, Chicken, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),18,Heart Disease,Spicy,2.96
148,User148,Italian,High-Protein,"Lentils (1 cup); Avocado (1 piece); Tofu (150g); Pasta (1 cup); Fish (250g), butter, green chili, yogurt",22.42,61.1,50.39,91.98,54.3,75.75,14.47,11.09,65.58,17.59,71.73,32.06,70.05,62.43,80.58,12.73,84.12,30.19,91.83,55.57,Healthy Chicken Bowl (Home Chef Special),"To make Spicy Lentil Curry, mix Cheese, Lentils, Avocado, Quinoa, Olive Oil, Beef, Nuts, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Skin and Hair Health due to healthy fats.,18,Heart Disease,Tangy,3.39
149,User149,French,Vegan,"soy sauce, chili flakes, Beef (200g); Nuts (30g); Tofu (150g); Bread (2 slices); Lentils (1 cup); Potatoes (2 pieces); Chicken (200g); Butter (1 tbsp), onion, salt, butter",59.7,0.71,40.17,99.26,74.69,35.66,36.65,56.26,75.36,92.33,24.03,11.9,46.63,91.08,7.58,9.13,16.29,49.52,93.38,22.44,Vegan Delight (Express Edition),"To make Vegan Delight, mix Cheese, Lentils, Potatoes, Bread, Tofu, Nuts, Avocado, Rice, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,16,Heart Disease,Spicy,3.42
